OptimizeOldGC 优化前的日志

 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT
10240.0 10240.0  0.0    0.0   81920.0  10240.0   102400.0   62343.4   4864.0 3233.2 512.0  349.3       9    0.052   5      0.009    0.061
10240.0 10240.0  0.0    0.0   81920.0  22080.0   102400.0   31617.2   4864.0 3233.2 512.0  349.3      10    0.052   6      0.016    0.068
10240.0 10240.0  0.0    0.0   81920.0  32320.9   102400.0   52099.3   4864.0 3233.2 512.0  349.3      11    0.058   7      0.016    0.074
10240.0 10240.0  0.0    0.0   81920.0  42561.5   102400.0   31621.3   4864.0 3233.2 512.0  349.3      12    0.061   8      0.018    0.079
10240.0 10240.0  0.0    0.0   81920.0  52801.9   102400.0   41863.4   4864.0 3233.2 512.0  349.3      13    0.063   8      0.018    0.082
10240.0 10240.0  0.0    0.0   81920.0  63042.2   102400.0   52103.4   4864.0 3233.2 512.0  349.3      14    0.067   8      0.018    0.085
10240.0 10240.0  0.0    0.0   81920.0  73282.4   102400.0   62343.4   4864.0 3233.2 512.0  349.3      15    0.069   9      0.019    0.088
10240.0 10240.0  0.0    0.0   81920.0  10240.0   102400.0   41857.2   4864.0 3233.2 512.0  349.3      17    0.077  10      0.027    0.104
10240.0 10240.0  0.0    0.0   81920.0  22082.5   102400.0   72579.3   4864.0 3233.2 512.0  349.3      18    0.081  11      0.027    0.108
10240.0 10240.0  0.0    0.0   81920.0  32322.6   102400.0   52101.4   4864.0 3233.2 512.0  349.3      19    0.087  13      0.029    0.115
10240.0 10240.0  0.0    0.0   81920.0  42562.6   102400.0   31621.3   4864.0 3233.2 512.0  349.3      20    0.089  14      0.030    0.119
10240.0 10240.0  0.0    0.0   81920.0  52802.6   102400.0   41861.3   4864.0 3233.2 512.0  349.3      21    0.091  14      0.030    0.121
10240.0 10240.0  0.0    0.0   81920.0  63042.6   102400.0   52101.4   4864.0 3233.2 512.0  349.3      22    0.094  14      0.030    0.124
10240.0 10240.0  0.0    0.0   81920.0  73282.7   102400.0   62341.4   4864.0 3233.2 512.0  349.3      23    0.100  15      0.030    0.130


OptimizeOldGC 优化后的日志

 S0C    S1C    S0U    S1U      EC       EU        OC         OU       MC     MU    CCSC   CCSU   YGC     YGCT    FGC    FGCT     GCT
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0  6160.1   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0    0.0   102400.0 88080.2   102400.0     0.0     4480.0 775.8  384.0   76.4       0    0.000   0      0.000    0.000
51200.0 51200.0  0.0   11334.5 102400.0 73685.2   102400.0     0.0     4864.0 3232.4 512.0  349.3       1    0.013   0      0.000    0.013
51200.0 51200.0 11588.7  0.0   102400.0 65419.1   102400.0     0.0     4864.0 3233.0 512.0  349.3       2    0.020   0      0.000    0.020
51200.0 51200.0  0.0   11647.5 102400.0 53142.4   102400.0     0.0     4864.0 3233.2 512.0  349.3       3    0.021   0      0.000    0.021
51200.0 51200.0 11752.1  0.0   102400.0 42924.6   102400.0     0.0     4864.0 3233.2 512.0  349.3       4    0.025   0      0.000    0.025
51200.0 51200.0  0.0   21711.9 102400.0 32698.8   102400.0     0.0     4864.0 3233.2 512.0  349.3       5    0.034   0      0.000    0.034
51200.0 51200.0 32119.8  0.0   102400.0 22468.0   102400.0     0.0     4864.0 3233.2 512.0  349.3       6    0.048   0      0.000    0.048
51200.0 51200.0  0.0   40960.1 102400.0 10240.0   102400.0    960.4    4864.0 3233.2 512.0  349.3       7    0.075   0      0.000    0.075
51200.0 51200.0  0.0   40960.1 102400.0 94154.0   102400.0    960.4    4864.0 3233.2 512.0  349.3       7    0.075   0      0.000    0.075
51200.0 51200.0  0.0    0.0   102400.0 83917.7   102400.0    960.4    4864.0 3233.2 512.0  349.3       8    0.076   0      0.000    0.076
51200.0 51200.0  0.0   10240.0 102400.0 73680.1   102400.0    960.4    4864.0 3233.2 512.0  349.3       9    0.078   0      0.000    0.078
51200.0 51200.0 10240.0  0.0   102400.0 63441.7   102400.0    960.4    4864.0 3233.2 512.0  349.3      10    0.081   0      0.000    0.081
51200.0 51200.0  0.0   10240.0 102400.0 53202.7   102400.0    960.4    4864.0 3233.2 512.0  349.3      11    0.083   0      0.000    0.083
51200.0 51200.0 10240.0  0.0   102400.0 42963.3   102400.0    960.4    4864.0 3233.2 512.0  349.3      12    0.087   0      0.000    0.087
51200.0 51200.0  0.0   20480.0 102400.0 32723.7   102400.0    960.4    4864.0 3233.2 512.0  349.3      13    0.096   0      0.000    0.096
51200.0 51200.0 30720.0  0.0   102400.0 22484.0   102400.0    960.4    4864.0 3233.2 512.0  349.3      14    0.105   0      0.000    0.105
51200.0 51200.0  0.0   40960.1 102400.0 10240.0   102400.0    960.4    4864.0 3233.2 512.0  349.3      15    0.115   0      0.000    0.115
51200.0 51200.0  0.0   40960.1 102400.0 94164.2   102400.0    960.4    4864.0 3233.2 512.0  349.3      15    0.115   0      0.000    0.115
51200.0 51200.0  0.0    0.0   102400.0 83924.3   102400.0    960.4    4864.0 3233.2 512.0  349.3      16    0.115   0      0.000    0.115
51200.0 51200.0  0.0   10240.0 102400.0 73684.4   102400.0    960.4    4864.0 3233.2 512.0  349.3      17    0.117   0      0.000    0.117
51200.0 51200.0 10240.0  0.0   102400.0   0.0     102400.0    960.4    4864.0 3233.2 512.0  349.3      18    0.134   0      0.000    0.134
